-0.005456000100821257;1020
-0.006438999902456999;1239
-0.107832998037;554
-0.115142;1331
-0.134722;1260
-0.138611003757;6338
-0.158056005836;6678
-0.166014000773;560
-0.16678600013256073;246
-0.179444000125;5700
-0.18641400337219238;232
-0.19027799367904663;498
-0.242353007197;217
-0.245278000831604;1257
-0.2511110007762909;541
-0.29722198843955994;496
-0.3122220039367676;4435
-0.316666990519;5559
-0.3174999952316284;1230
-0.325832992792;6444
-0.350832998752594;511
-0.36833301186561584;488
-0.38744398951530457;1220
-0.394529;1235
-0.418166995049;559
-0.41861099004745483;1237
-0.44999998807907104;1374
-0.461941;503
-0.476453006268;567
-0.4816249907016754;1210
-0.48324200511;571
-0.5075;1234
-0.523810982704;569
-0.5322780013084412;227
-0.550832986832;566
-0.5581560134887695;1179
-0.558888971806;6282
-0.561625003815;572
-0.566333;507
-0.593275010586;230
-0.616666972637;546
-0.6211829781529999;229
-0.648769;565
-0.715556025505;1227
-0.7429860234260559;1340
-0.7591670155525208;6682
-0.774443984032;5716
-0.776332974434;500
-0.8053889870643616;224
-0.8083329796790001;5727
-0.8123890161514282;1193
-0.8475000262260437;502
-0.8538500070571899;5024
-0.8583329916;6445
-0.8632140159606934;247
-0.864722013474;6578
-0.8770639896392822;1339
-0.94282501936;557
-0.9513890147209167;509
-0.9725000262260437;1255
-0.9830560088157654;1263
-1.01065635681;7177
-1.03193998336792;468
-1.0334999561309814;492
-1.0415500402450562;1215
-1.063330054283142;5040
-1.0791699886322021;4235
-1.0808299779891968;501
-1.09555995464;472
-1.09582996368;550
-1.10943996906;5728
-1.11083;1246
-1.125;1226
-1.16432;1256
-1.1775000095367432;1267
-1.18221998;5038
-1.1952799558639526;5043
-1.1955;563
-1.216877;6579
-1.2183;6995
-1.23032;1200
-1.23471999168396;6515
-1.24361002445;4243
-1.2527500391;568
-1.2955600023269653;525
-1.2961100339889526;534
-1.32000005245;549
-1.32806003094;519
-1.3567999601364136;491
-1.3786300420761108;1372
-1.3820899725;570
-1.38849;545
-1.42025005817;561
-1.4294099807739258;518
-1.45000004768;228
-1.4702800512313843;1366
-1.4797199964499999;467
-1.5124200582504272;244
-1.5311111;1243
-1.5354;562
-1.564170002937317;1369
-1.58362;556
-1.5908199548721313;4230
-1.61073005199;1380
-1.6144399642944336;473
-1.628059983253479;4238
-1.6463299989700317;1199
-1.6605700254440308;513
-1.6916699409484863;517
-1.73478996754;1377
-1.7474100589752197;479
-1.74802994728;466
-1.76110994816;6577
-1.7747600078582764;250
-1.7900300025900002;555
-1.7906099557876587;1206
-1.8424999713897705;490
-1.8635200262099998;1178
-1.92399001121521;1044
-1.98305555556;6418
-1.99343;478
-10.124400138855;6302
-10.362299919128418;1037
-10.758700370788574;1036
-10.7698001862;1073
-100.052001953125;47
-100.107002258;1765
-100.185997009;1778
-100.23699951171875;1726
-100.2860031;4414
-100.288002014;3319
-100.35600280761719;6736
-100.4079971;6955
-100.49600219726562;3488
-100.53500366210938;1774
-100.5479965;6978
-100.5920029;5297
-100.6490020752;6971
-100.6839981;4401
-100.723999023;3281
-100.74600219726562;3834
-100.777999878;3267
-100.8300018;6727
-100.88500213623047;6721
-100.887001;4466
-100.917999268;6886
-100.927001953;3570
-100.92900085449219;1751
-100.930999756;1782
-100.9599991;4042
-101.025001526;1761
-101.07599639892578;184
-101.09100341796875;4198
-101.0989990234375;1730
-101.20300292969;3965
-101.23600006103516;4216
-101.26599884;6891
-101.27999877929688;3282
-101.3580017;3418
-101.3740005;6738
-101.460998535;1796
-101.46900177;5415
-101.47000122070312;1763
-101.481002808;1755
-101.508003235;6735
-101.679001;5417
-101.68199920654297;58
-101.6989975;4044
-101.70600128173828;3617
-101.822998046875;3606
-101.879997;6732
-101.891998291;6544
-102.03900146484375;1775
-102.2020034790039;3433
-102.221000671;1753
-102.2760009765625;1797
-102.310997009;66
-102.318001;1727
-102.46199798583984;122
-102.54699707;3266
-102.68699646;1795
-102.68800354;4043
-102.802001953;5293
-102.804000854;5296
-102.916000366;3958
-102.966003418;51
-102.9850006;6263
-103.05699920654297;3838
-103.06700134277344;6739
-103.07900238;3957
-103.095001221;5295
-103.1039963;3406
-103.1719970703125;4225
-103.200996399;3467
-103.2170029;3527
-103.222000122;6509
-103.2649994;5824
-103.31099700927734;1745
-103.321998596;3611
-103.411003113;1785
-103.461709;1799
-103.5090027;3961
-103.51100158691;6322
-103.577003479;1749
-103.5960007;4376
-103.602996826;3551
-103.641998291;3440
-103.683998108;6619
-103.78299713135;5730
-104.00800323486328;6862
-104.017997;6618
-104.08200073242188;4192
-104.1930008;5294
-104.26300048828125;3378
-104.41000366210938;6489
-104.49700164794922;3310
-104.527999878;1742
-104.53099822998047;3515
-104.54299926757812;6733
-104.558998108;1798
-104.633003235;6748
-104.66600036621094;119
-104.672996521;3529
-104.70099639893;3596
-104.751998901;3348
-104.7570038;3287
-104.8069992;5299
-104.8119965;3582
-104.84300231933594;1743
-104.848999;3956
-105.011001587;3981
-105.1169968;5742
-105.138000488;32
-105.141998291;3959
-105.225997925;6283
-105.25399780273438;1776
-105.262001038;149
-105.53500366211;5306
-105.539001465;4006
-105.55899810791016;89
-105.574996948;5300
-105.61799621582031;6874
-105.672996521;101
-105.67500305175781;4399
-105.84100341796875;4202
-105.866997;5302
-105.88600158691406;4408
-105.964996338;1739
-105.990997314;4370
-106.088996887;3562
-106.107002258;3580
-106.26599884;1766
-106.268997192;5623
-106.3779984;3340
-106.3799973;3376
-106.4029999;3628
-106.42900085449219;1738
-106.4639969;3647
-106.52799987792969;6306
-106.60900115966797;3779
-106.61499786376953;4392
-106.69999694824219;165
-106.8239974975586;5662
-106.8659973;5619
-106.8690033;5253
-106.9179993;3975
-106.9219970703125;3962
-106.9329987;5282
-106.9800033569336;4422
-107.18199920654297;4214
-107.1999969;5825
-107.2180023;4040
-107.272003174;3533
-107.474998474;1734
-107.691001892;185
-107.721000671;6945
-107.7269974;5661
-107.753997803;3493
-107.875;1732
-107.893997192;5179
-107.902000427;3223
-107.9079971;3835
-107.95099639892578;4430
-108.230003357;3521
-108.24400329589844;123
-108.417999268;156
-108.459999084;5180
-108.48100280761719;4158
-108.52300262451172;84
-108.527000427;3818
-108.53800201416;5430
-108.54299926757812;3781
-108.627998352;4039
-108.730003357;5747
-108.789001465;4041
-108.79199981689453;3554
-109.024002075;4045
-109.0650024;4419
-109.081001282;1754
-109.180999756;81
-109.42199707;2520
-109.46700286865234;4405
-109.505996704;5626
-109.5100021;5305
-109.603996277;3258
-109.6350021;6392
-109.72100067138672;1780
-109.7549973;5303
-109.762001;3385
-109.8069992;6965
-109.83300018310547;1736
-109.93699646;5431
-109.98100280761719;5698
-11.04539966583252;6027
-11.161299705505371;1039
-11.176600456237793;4324
-11.404399871826172;1021
-11.406200408935547;1064
-11.423500061035156;1063
-11.588700294494629;1071
-11.6847;4326
-11.76099967956543;4323
-110.005996704;5307
-110.072998046875;85
-110.1110001;6935
-110.200996399;5705
-110.27899932861328;98
-110.34400177001953;3382
-110.361999512;1756
-110.406997681;6475
-110.447998047;5697
-110.614997864;3845
-110.72100067138672;166
-110.722999573;5625
-110.73799896240234;3787
-110.744003;5422
-110.7509995;5622
-110.823997498;150
-110.8479995727539;3566
-110.883003235;3343
-110.92500305175781;1746
-110.94100189208984;3417
-110.97599792480469;1767
-111.0350037;6479
-111.047996521;1748
-111.11699676513672;109
-111.1179962;5301
-111.1529999;3780
-111.17500305175781;6707
-111.18299865722656;5920
-111.218002319;5818
-111.222000122;90
-111.32800293;6390
